"gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster"
"ATF3",1.19989669873901e-12,-0.619163515343659,0.347,0.744,1.25965155433621e-08,"0"
"SLC16A14",1.20166736483422e-12,0.418470141228332,0.44,0.082,1.26151039960296e-08,"0"
"DCAKD",1.24342174320432e-12,0.359324848428022,0.893,0.425,1.3053441460159e-08,"0"
"CDK2AP1",1.3366296994186e-12,0.389000764197861,1,0.658,1.40319385844965e-08,"0"
"ZBTB44",1.38834622046751e-12,0.434975038150966,0.933,0.525,1.45748586224679e-08,"0"
"RAPGEFL1",1.40837275332891e-12,0.362829615355282,0.64,0.183,1.47850971644469e-08,"0"
"TTC39B",1.42250767706212e-12,0.435378614436722,0.653,0.205,1.49334855937981e-08,"0"
"DNAJC16",1.47693802375446e-12,0.465977014870049,0.907,0.47,1.55048953733743e-08,"0"
"CACUL1",1.49069965130376e-12,0.330004176697137,1,0.753,1.56493649393868e-08,"0"
"EIF5",1.53382253404741e-12,-0.322654538405864,0.893,0.959,1.61020689624297e-08,"0"
"CTSH",1.58239602026705e-12,0.485191886823935,0.8,0.347,1.66119934207634e-08,"0"
"CEP170P1",1.65413465280797e-12,0.467469224423905,0.853,0.379,1.73651055851781e-08,"0"
"LGALS3BP",1.71355874537414e-12,-0.764380202467395,0.36,0.699,1.79889397089377e-08,"0"
"ABCD3",1.72381111543234e-12,0.431447872576868,0.973,0.493,1.80965690898087e-08,"0"
"CA2",1.73094817692213e-12,0.621781243970954,0.667,0.279,1.81714939613285e-08,"0"
"PPIL4",1.79897312569035e-12,0.390478020728431,0.96,0.639,1.88856198734973e-08,"0"
"LOC110384692",1.84567453314641e-12,-0.847429853210628,0.107,0.571,1.9375891248971e-08,"0"
"APOL6",1.90586245025949e-12,-0.584834467406974,0.027,0.489,2.00077440028241e-08,"0"
"STS",1.94921254637279e-12,0.418533505212385,0.547,0.146,2.04628333118215e-08,"0"
"ILF2",2.01892612275277e-12,-0.374595318999948,0.8,0.936,2.11946864366585e-08,"0"
"FAM117B",2.16287551507029e-12,0.473719560543567,0.76,0.338,2.27058671572079e-08,"0"
"GET1",2.20817979792992e-12,0.506766238908892,0.787,0.384,2.31814715186683e-08,"0"
"SFXN1",2.23379193718105e-12,0.386904784465409,0.987,0.662,2.34503477565267e-08,"0"
"CXADR",2.29565742787527e-12,-0.714767271046792,0.12,0.598,2.40998116778345e-08,"0"
"SOD2",2.39078023059649e-12,-0.57167273630502,0.613,0.822,2.5098410860802e-08,"0"
"SLC39A4",2.55134642217628e-12,0.463319315722285,0.907,0.461,2.67840347400066e-08,"0"
"BLMH",2.59539456159865e-12,0.439233015184141,0.587,0.16,2.72464521076627e-08,"0"
"ATP6V0E2",2.62336765437291e-12,0.426662866942257,0.733,0.283,2.75401136356068e-08,"0"
"DYNLT2B",2.63833844282846e-12,0.46457222773846,0.867,0.461,2.76972769728131e-08,"0"
"NFIB",2.90998090608928e-12,0.367419472933081,0.987,0.635,3.05489795521252e-08,"0"
"STRBP",2.94875227244812e-12,0.422859864735682,0.893,0.489,3.09560013561603e-08,"0"
"MEX3D",2.9656065213462e-12,0.253251446967471,1,0.804,3.11329372610924e-08,"0"
"RND3",3.03447983805672e-12,-0.729946155428864,0.12,0.598,3.18559693399194e-08,"0"
"TMEM14A",3.19939238621599e-12,0.31701810190348,1,0.74,3.35872212704954e-08,"0"
"LAGE3",3.24046941601072e-12,0.434544121247097,0.853,0.388,3.40184479292805e-08,"0"
"GNAQ",3.29723841382617e-12,0.396792694310921,0.907,0.516,3.46144088683472e-08,"0"
"POU2F3",3.41054830369494e-12,0.431607027583714,0.507,0.128,3.58039360921895e-08,"0"
"DDX24",3.48746237482087e-12,-0.394865399782052,0.76,0.89,3.66113800108695e-08,"0"
"WNT5A",3.74793393696827e-12,0.405323366355248,0.373,0.055,3.93458104702929e-08,"0"
"PSMB8",3.77946342123621e-12,-0.731836165946614,0.24,0.653,3.96768069961377e-08,"0"
"HSPB1",4.06513985334306e-12,-0.324161038299072,0.907,0.922,4.26758381803954e-08,"0"
"C11orf52",4.13051002404466e-12,0.470088417589141,0.627,0.187,4.33620942324209e-08,"0"
"TMEM45B",4.22351132834185e-12,0.530662232951238,0.56,0.164,4.43384219249328e-08,"0"
"C4B",4.63153717651803e-12,-0.827431652907566,0.107,0.562,4.86218772790863e-08,"0"
"NLRC5",5.0335783367623e-12,-0.748202477958443,0.027,0.484,5.28425053793306e-08,"0"
"ARHGAP8",5.03605923001926e-12,0.457808188818677,0.84,0.388,5.28685497967422e-08,"0"
"PGBD2",5.14581008631717e-12,0.480729263590708,0.493,0.119,5.40207142861577e-08,"0"
"COL9A2",5.83568409959856e-12,0.336555154276708,0.507,0.11,6.12630116775857e-08,"0"
"CRIPT",5.83991941437907e-12,0.330184826354895,0.973,0.612,6.13074740121514e-08,"0"
"FAM171B",6.91540687583652e-12,0.48121492358196,0.76,0.311,7.25979413825318e-08,"0"
"CHID1",6.95538798470707e-12,0.47023544066178,0.827,0.347,7.30176630634548e-08,"0"
"CD47",7.67914964704594e-12,-0.530175714482171,0.493,0.858,8.06157129946882e-08,"0"
"KYNU",7.7408640929975e-12,0.457049501053221,0.627,0.187,8.12635912482878e-08,"0"
"ZFP36L1",7.88442590120373e-12,-0.418635518819899,0.707,0.895,8.27707031108367e-08,"0"
"FRMD4A",7.99876888380704e-12,0.448585296590175,0.64,0.219,8.39710757422063e-08,"0"
"FBXO32",8.43307343871681e-12,-0.620853821487486,0.267,0.703,8.85304049596491e-08,"0"
"PPP1R14B",8.61174874947137e-12,0.395379067935797,0.88,0.466,9.04061383719505e-08,"0"
"HSPA5",8.65053245528759e-12,-0.269308466943617,0.947,0.945,9.08132897156091e-08,"0"
"SNAP23",8.8184232528188e-12,0.348837631250419,0.973,0.708,9.25758073080918e-08,"0"
"INTU",9.06005350122659e-12,0.383789288619681,0.813,0.324,9.51124416558767e-08,"0"
"CDKN1A",9.31141869998038e-12,-0.614805287750623,0.12,0.589,9.7751273512394e-08,"0"
"FAT1",9.38193817832178e-12,-0.628495307533875,0.067,0.525,9.8491586996022e-08,"0"
"PDLIM3",9.38322073260365e-12,-0.734699534036717,0.053,0.507,9.85050512508731e-08,"0"
"PROM2",9.71120033468536e-12,0.371391374180508,0.76,0.306,1.01948181113527e-07,"0"
"RPS14P1",9.74173061041448e-12,0.357020258099827,0.933,0.493,1.02268687948131e-07,"0"
"IQANK1",9.80320643196322e-12,0.42078440697728,0.827,0.333,1.0291406112275e-07,"0"
"PGAP3",1.10388151397511e-11,0.372903737928808,0.813,0.342,1.15885481337107e-07,"0"
"LGALSL",1.1358736284817e-11,0.503901942169443,0.72,0.311,1.19244013518009e-07,"0"
"ABCC11",1.13714201362178e-11,0.446721020207105,0.453,0.1,1.19377168590015e-07,"0"
"SLC35B2",1.1479411211092e-11,0.410439235544,0.813,0.356,1.20510858894044e-07,"0"
"ZNF185",1.19447893039888e-11,0.415425143438135,0.493,0.119,1.25396398113274e-07,"0"
"HSPA1B",1.22927637571154e-11,-0.626047408705066,0.44,0.731,1.29049433922198e-07,"0"
"ALDH3B2",1.23300978284417e-11,0.417472603559377,0.827,0.356,1.29441367002981e-07,"0"
"SIDT1",1.25497330208917e-11,0.464526397878093,0.587,0.183,1.31747097253321e-07,"0"
"MRPL50",1.28905584349131e-11,0.417169095255927,0.813,0.393,1.35325082449718e-07,"0"
"RN7SL180P",1.33087267568292e-11,0.51378630737696,0.44,0.087,1.39715013493193e-07,"0"
"MTRES1",1.49365635732724e-11,0.487162429047198,0.773,0.347,1.56804044392214e-07,"0"
"UGDH",1.52283533715174e-11,0.40545143335409,0.933,0.63,1.5986725369419e-07,"0"
"FIBP",1.52309260019454e-11,0.408605843274999,0.867,0.53,1.59894261168423e-07,"0"
"SNX14",1.52619878790387e-11,0.386049032693763,0.947,0.635,1.60220348754149e-07,"0"
"PLBD1",1.54599520543073e-11,0.460170041267068,0.52,0.146,1.62298576666118e-07,"0"
"KLF6",1.72089199949558e-11,-0.291131544072003,0.947,0.959,1.80659242107046e-07,"0"
"GLB1",1.96728598585981e-11,0.50093076396093,0.76,0.384,2.06525682795562e-07,"0"
"NUP155",1.97168245353366e-11,0.339382025409174,0.933,0.626,2.06987223971963e-07,"0"
"ISYNA1",2.19497602002409e-11,0.431122733748064,0.693,0.233,2.30428582582129e-07,"0"
"CERS6",2.23450218874839e-11,0.349249796195711,0.973,0.502,2.34578039774806e-07,"0"
"AK4",2.23840307918479e-11,0.413937635377529,0.947,0.534,2.34987555252819e-07,"0"
"PYGL",2.24461434779646e-11,0.431911323549705,0.707,0.26,2.35639614231672e-07,"0"
"GCHFR",2.26632108413754e-11,0.497615438539804,0.56,0.16,2.37918387412758e-07,"0"
"UBE2V2",2.3232686719374e-11,0.387933023517446,0.987,0.648,2.43896745179988e-07,"0"
"PAQR7",2.48242690281495e-11,0.410654909857167,0.707,0.292,2.60605176257513e-07,"0"
"NAV2",2.57648179654236e-11,0.39266487181352,0.693,0.251,2.70479059001017e-07,"0"
"FZD7",2.64266851510713e-11,0.402566726156292,0.667,0.228,2.77427340715946e-07,"0"
"MAP7",2.71393881989914e-11,0.34855669802344,0.96,0.594,2.84909297313011e-07,"0"
"STC1",3.05468722175334e-11,0.408545409398228,0.88,0.342,3.20681064539666e-07,"0"
"POT1",3.12635029816638e-11,0.501620406389563,0.573,0.187,3.28204254301507e-07,"0"
"C9orf116",3.15258888061261e-11,0.447824442030884,0.44,0.1,3.30958780686712e-07,"0"
"OBSL1",3.2108287890997e-11,0.424728477403497,0.72,0.292,3.37072806279686e-07,"0"
"DENND10",3.27523965597588e-11,0.448648420199178,0.867,0.484,3.43834659084348e-07,"0"
"GRINA",3.35125886517672e-11,0.380615154393476,0.92,0.516,3.51815155666252e-07,"0"
"TESMIN",3.42594266502002e-11,0.441017017246234,0.653,0.237,3.59655460973802e-07,"0"
"PLOD2",3.51701450116086e-11,-0.631692974821939,0.053,0.498,3.69216182331867e-07,"0"
"DGCR8",3.52182035115571e-11,0.324956173169466,0.813,0.374,3.69720700464326e-07,"0"
"SPAG9",3.5339957764662e-11,-0.537481607618751,0.427,0.772,3.70998876613421e-07,"0"
"ZFP36",3.56442901440842e-11,-0.515033928197387,0.6,0.804,3.74193757932595e-07,"0"
"PARP14",3.61688685530923e-11,-0.642549815237223,0.173,0.58,3.79700782070363e-07,"0"
"ZNF823",3.63915838091013e-11,0.526942939117941,0.68,0.251,3.82038846827946e-07,"0"
"PRXL2A",3.65954934547504e-11,0.32339167069107,1,0.699,3.8417949028797e-07,"0"
"GNG12",3.7992337311749e-11,-0.627833462620673,0.08,0.511,3.98843557098741e-07,"0"
"CBWD3",3.86277362588365e-11,0.32128237044655,0.987,0.753,4.05513975245266e-07,"0"
"RPL7AP6",3.87653600487713e-11,0.266952224887365,0.973,0.689,4.06958749792001e-07,"0"
"NXPE3",4.03161086529628e-11,0.276304313753736,0.373,0.059,4.23238508638803e-07,"0"
"EDN1",4.22626757566904e-11,-0.673524682055933,0.013,0.434,4.43673570093736e-07,"0"
"GALNT6",4.27072748199854e-11,0.389868196516089,0.96,0.47,4.48340971060207e-07,"0"
"CNOT7",4.33707685644793e-11,0.325534544114779,0.987,0.699,4.55306328389904e-07,"0"
"MRPL14",4.39156124720744e-11,0.262832348898882,1,0.813,4.61026099731837e-07,"0"
"FBXO30-DT",4.59495502015388e-11,0.41386079029118,0.48,0.119,4.82378378015754e-07,"0"
"STK11IP",4.7225162590785e-11,0.416646179869737,0.493,0.132,4.95769756878061e-07,"0"
"ELAPOR2",5.04743849043426e-11,0.400495392535525,0.533,0.142,5.29880092725789e-07,"0"
"TNFRSF12A",5.10534395115682e-11,-0.620089078877091,0.213,0.616,5.35959007992443e-07,"0"
"SYNJ2",5.10701793681246e-11,-0.529849804015704,0.04,0.461,5.36134743006572e-07,"0"
"TMEM86A",5.15913974180433e-11,0.324477588147009,0.387,0.073,5.41606490094619e-07,"0"
"IL32",6.10440603652296e-11,-0.75375262620259,0.013,0.434,6.4084054571418e-07,"0"
"TMEM237",6.11263278644414e-11,0.443181643177064,0.667,0.242,6.41704189920906e-07,"0"
"CD2AP",6.16080690617755e-11,0.328931852747176,0.973,0.68,6.46761509010519e-07,"0"
"ZNF518B",6.16131269842815e-11,0.432158461360951,0.76,0.338,6.46814607080988e-07,"0"
"IVD",6.32652021582659e-11,0.421769575612105,0.827,0.429,6.64158092257475e-07,"0"
"ARHGAP1",6.77449624273475e-11,0.285597121326361,0.973,0.758,7.11186615562294e-07,"0"
"TTC32",7.10231702370581e-11,0.470960427224492,0.707,0.297,7.45601241148636e-07,"0"
"SELENOK",7.11002666835641e-11,-0.378153437683684,0.827,0.927,7.46410599644056e-07,"0"
"IDH3A",7.20129021359216e-11,0.456400768959735,0.827,0.438,7.55991446622905e-07,"0"
"RGS2",7.50896224617105e-11,-0.723993646203556,0.013,0.429,7.88290856603037e-07,"0"
"NUDT19",8.02203143595762e-11,0.360308269873666,0.987,0.685,8.42152860146831e-07,"0"
"CLIC1",8.03855893039058e-11,-0.265652604395731,0.893,0.922,8.43887916512403e-07,"0"
"ECHDC1",8.04948832871519e-11,0.421529256845577,0.787,0.315,8.4503528474852e-07,"0"
"IFRD1",8.16411179315296e-11,-0.458137973475909,0.72,0.863,8.57068456045198e-07,"0"
"ISG15",8.18477037159485e-11,-0.769997489346813,0.2,0.612,8.59237193610027e-07,"0"
"CAPZB",8.46463038001384e-11,0.336981733452585,1,0.708,8.88616897293853e-07,"0"
"PHLDA1",8.93472656720297e-11,-0.650112101467106,0.08,0.516,9.37967595024967e-07,"0"
"SSNA1",9.00017259918759e-11,0.413752581797106,0.813,0.384,9.44838119462714e-07,"0"
"ANKRD39",1.08473473264912e-10,0.413869331286194,0.813,0.388,1.13875452233505e-06,"0"
"ALDH18A1",1.11785497160144e-10,0.347612177349188,0.88,0.42,1.17352414918719e-06,"0"
"SLC4A8",1.14545724761543e-10,0.450104874086048,0.387,0.078,1.20250101854668e-06,"0"
"CYP4Z2P",1.1564006975242e-10,0.321809332351795,0.453,0.11,1.21398945226091e-06,"0"
"SIK1",1.19381504397519e-10,-0.479926349820149,0.187,0.607,1.25326703316516e-06,"0"
"CNOT9",1.20490648470376e-10,0.25701270122795,0.973,0.813,1.26491082764201e-06,"0"
"SERPINA3",1.28439285001508e-10,-0.923069432878744,0.04,0.452,1.34835561394583e-06,"0"
"BTN3A2",1.29525703847577e-10,-0.632398071438686,0.053,0.489,1.35976083899187e-06,"0"
"PGAM5",1.33712038185859e-10,0.318780487800406,0.933,0.525,1.40370897687515e-06,"0"
"NDUFA8",1.36667775767781e-10,0.38488531202129,0.96,0.53,1.43473831001017e-06,"0"
"POLR3K",1.40855373010715e-10,0.424572089249366,0.813,0.402,1.47869970586649e-06,"0"
"TMEM159",1.42221508283297e-10,0.297779701835131,1,0.804,1.49304139395805e-06,"0"
"AASDHPPT",1.46823467408953e-10,0.403082749593255,0.907,0.411,1.54135276085919e-06,"0"
"TCP1",1.47914386198017e-10,-0.299322440593845,0.893,0.913,1.55280522630678e-06,"0"
"SGO1",1.52307083074818e-10,0.271585572993848,0.467,0.105,1.59891975811944e-06,"0"
"HEBP2",1.58827107080557e-10,0.331339837203904,0.987,0.653,1.66736697013169e-06,"0"
"DFFA",1.61612302081683e-10,0.391921781856954,0.813,0.388,1.69660594725351e-06,"0"
"SKP2",1.61806660482169e-10,0.408060742297521,0.653,0.242,1.69864632174181e-06,"0"
"MMAB",1.63495130067381e-10,0.427496438078018,0.693,0.274,1.71637187544737e-06,"0"
"RCAN1",1.67793115002807e-10,-0.665814315887259,0.053,0.466,1.76149212129947e-06,"0"
"C9orf16",1.68423415438124e-10,0.361659114789827,0.8,0.338,1.76810901526943e-06,"0"
"NPDC1",1.68544569864635e-10,0.361893285295978,0.573,0.178,1.76938089443894e-06,"0"
"PAICS",1.89540228318464e-10,0.37149710937699,0.987,0.639,1.98979331688724e-06,"0"
"FNBP1L",1.92990164214606e-10,0.331555904068087,1,0.658,2.02601074392494e-06,"0"
"TAP1",1.93885681266748e-10,-0.684060328911374,0.053,0.457,2.03541188193833e-06,"0"
"ZNF281",2.03689694226022e-10,-0.53315327736421,0.467,0.758,2.13833440998478e-06,"0"
"ELF3",2.1774309040757e-10,-0.40781967524859,0.813,0.932,2.28586696309867e-06,"0"
"NCBP1",2.21648606381863e-10,0.450951923490801,0.613,0.237,2.32686706979679e-06,"0"
"MEGF9",2.29271598311672e-10,0.421184722727306,0.693,0.283,2.40689323907593e-06,"0"
"DDI2",2.43616671113537e-10,0.371191184696218,0.747,0.356,2.55748781334992e-06,"0"
"IER5",2.47393187744225e-10,-0.552634940720528,0.427,0.703,2.59713368493887e-06,"0"
"TACC1",2.7354384062994e-10,-0.631308533977493,0.027,0.425,2.87166323893311e-06,"0"
"C6orf132",2.78255722894545e-10,-0.514620071703592,0.133,0.53,2.92112857894694e-06,"0"
"C2orf76",2.92635225271981e-10,0.409606154405028,0.787,0.374,3.07208459490525e-06,"0"
"HLA-DPB1",3.18289691942267e-10,-0.618167725342399,0.04,0.443,3.34140518600992e-06,"0"
"CCNF",3.41479190179462e-10,0.39868517885002,0.56,0.205,3.58484853850399e-06,"0"
"PNKD",3.62179104325967e-10,0.32867201715254,0.973,0.671,3.802156237214e-06,"0"
"MICOS10-NBL1",3.68722324554882e-10,0.272863122855538,0.48,0.132,3.87084696317715e-06,"0"
"CZIB",3.71725297302336e-10,0.433203817110654,0.76,0.388,3.90237217107993e-06,"0"
"PRXL2B",3.82808234728859e-10,0.282090657529133,0.44,0.105,4.01872084818356e-06,"0"
"VAMP5",3.89360940663395e-10,0.470326402394074,0.64,0.265,4.08751115508433e-06,"0"
"STON2",4.06026899869622e-10,0.441860372798182,0.52,0.16,4.26247039483129e-06,"0"
"RDX",4.19003500190931e-10,0.335215013651979,0.92,0.621,4.39869874500439e-06,"0"
"CP",4.21822485050699e-10,-0.716751974392494,0.067,0.475,4.42829244806224e-06,"0"
"TKFC",4.22079953882007e-10,0.407586067815188,0.613,0.228,4.43099535585331e-06,"0"
"MBOAT1",4.4590195138506e-10,-0.628513811385595,0.36,0.699,4.68107868564036e-06,"0"
"MXRA8",4.76922286724371e-10,0.37507871109628,0.56,0.164,5.00673016603245e-06,"0"
"NUPR1",4.8441877080147e-10,-0.480075617958613,0.533,0.89,5.08542825587383e-06,"0"
"RTCA",4.8744374804078e-10,0.382160801210547,0.84,0.429,5.11718446693211e-06,"0"
"RNF213",4.90867198937686e-10,-0.451819933388542,0.56,0.872,5.15312385444782e-06,"0"
"HERPUD1",5.19947704713954e-10,-0.288093393601786,0.933,0.941,5.45841100408709e-06,"0"
"KIAA1586",5.28239653740062e-10,0.381052785272703,0.653,0.251,5.54545988496317e-06,"0"
"CERS6-AS1",5.48075905243485e-10,0.377464948800776,0.787,0.342,5.7537008532461e-06,"0"
"KLF5",5.54505778778389e-10,-0.619446759216547,0.147,0.548,5.82120166561553e-06,"0"
"PNRC1",5.55643428737827e-10,-0.527665595983326,0.467,0.726,5.8331447148897e-06,"0"
"MRPS9",5.69147502415273e-10,0.464564192365061,0.72,0.361,5.97491048035554e-06,"0"
"SLC1A4",5.85314364660522e-10,0.388466667132566,0.8,0.393,6.14463020020616e-06,"0"
"NFAT5",6.04983528511437e-10,-0.492950383847386,0.253,0.644,6.35111708231307e-06,"0"
"VLDLR",6.14958604799722e-10,0.342761835514435,0.6,0.205,6.45583543318748e-06,"0"
"CXCL17",6.36080450401891e-10,-0.742568808602047,0.027,0.416,6.67757256831906e-06,"0"
"SLC41A2",6.40172560780527e-10,0.423860293470373,0.76,0.379,6.72053154307397e-06,"0"
"PACC1",6.5229385227507e-10,0.394283507015046,0.547,0.174,6.84778086118369e-06,"0"
"POLR2E",6.82855264743507e-10,0.32012622490535,0.947,0.63,7.16861456927733e-06,"0"
"HLA-DQB1",6.89471701499867e-10,-0.618586932250869,0,0.379,7.2380739223456e-06,"0"
"HSPH1",6.97486942545457e-10,-0.305060838407053,0.907,0.945,7.32221792284221e-06,"0"
"WIPI1",7.12569062849712e-10,-0.656780277400477,0.12,0.521,7.48055002179628e-06,"0"
"EHF",7.30845216011299e-10,0.386073749147041,1,0.598,7.67241307768662e-06,"0"
"TIMP1",7.36100424368481e-10,-0.713362755288956,0.32,0.694,7.72758225502031e-06,"0"
"RPA2",7.50281388601809e-10,0.415233921835119,0.813,0.425,7.87645401754179e-06,"0"
"ALG14",7.71667384830505e-10,0.391453368554353,0.693,0.292,8.10096420595064e-06,"0"
"FRMD6",8.00172193640592e-10,-0.652595621031308,0.107,0.511,8.40020768883893e-06,"0"
"MACROD2",8.03372301538823e-10,0.348326418207591,0.373,0.078,8.43380242155456e-06,"0"
"RAP2C",8.04135479847044e-10,0.304477088112825,1,0.767,8.44181426743427e-06,"0"
"HSDL2",8.34152867220597e-10,0.477211029744009,0.627,0.269,8.75693680008183e-06,"0"
"KLF10",8.54095898382971e-10,-0.546258694461898,0.36,0.68,8.96629874122443e-06,"0"
"PBX1",8.94718822067958e-10,0.299454439961958,1,0.758,9.39275819406942e-06,"0"
"CDS1",8.95080599890746e-10,0.365874252661266,0.8,0.411,9.39655613765305e-06,"0"
"ZDHHC12",9.18647926288041e-10,0.411150468781926,0.653,0.265,9.64396593017185e-06,"0"
"DPCD",9.43940804058932e-10,0.428281909431234,0.827,0.443,9.90949056101067e-06,"0"
"PCBP1-AS1",9.62724849407951e-10,0.389207698545342,0.72,0.297,1.01066854690847e-05,"0"
"EPS8",1.01900605568071e-09,0.378217312642391,0.92,0.479,1.06975255725361e-05,"0"
"MYLIP",1.04728629928041e-09,-0.556993544683874,0.213,0.621,1.09944115698457e-05,"0"
"ARID2",1.04761936295331e-09,0.271871541310595,1,0.79,1.09979080722839e-05,"0"
"NAT1",1.0998401941904e-09,0.456592233145681,0.373,0.082,1.15461223586108e-05,"0"
"TEX30",1.13017340328598e-09,0.479861080162262,0.6,0.233,1.18645603876963e-05,"0"
"FLNA",1.17352918299044e-09,-0.534120592142317,0.04,0.42,1.23197093630337e-05,"0"
"TCEAL4",1.17604231998776e-09,-0.470186657802831,0.667,0.863,1.23460922752315e-05,"0"
"SH3GLB2",1.18563237238871e-09,0.281660986845023,0.4,0.091,1.24467686453367e-05,"0"
"CMBL",1.20054200075442e-09,0.384323957758045,0.8,0.411,1.26032899239199e-05,"0"
"NFKBIZ",1.22318809867649e-09,0.352255568989727,0.973,0.676,1.28410286599058e-05,"0"
"DNAJC17",1.25178261120107e-09,0.379214453220437,0.68,0.292,1.31412138523888e-05,"0"
"GBP1",1.27002381963889e-09,-0.68263478642336,0,0.37,1.33327100585691e-05,"0"
"ALKBH3",1.27243104554012e-09,0.53674332571839,0.547,0.224,1.33579811160801e-05,"0"
"MGAT5",1.30469673126384e-09,0.324577096922378,0.493,0.151,1.36967062848078e-05,"0"
"ZNF626",1.363529066878e-09,0.449563436078984,0.64,0.283,1.43143281440853e-05,"0"
"FAR2",1.37423936198406e-09,0.455705105423485,0.587,0.242,1.44267648221086e-05,"0"
"CDC6",1.42972360489532e-09,0.496676976951721,0.68,0.315,1.5009238404191e-05,"0"
"ZNF451",1.43086022049546e-09,0.290451272379526,0.973,0.772,1.50211705947613e-05,"0"
"TRPT1",1.45734523076771e-09,0.429692532365821,0.773,0.37,1.52992102325994e-05,"0"
"SDC1",1.46451065446598e-09,0.278342773003865,1,0.758,1.53744328505839e-05,"0"
"SCPEP1",1.48321968000825e-09,-0.669828833000949,0.093,0.484,1.55708402007266e-05,"0"
"UTRN",1.53329419247581e-09,0.363756557486081,0.893,0.516,1.60965224326111e-05,"0"
"MGA",1.55755356289755e-09,0.348866940811953,0.947,0.566,1.63511973032985e-05,"0"
"CBX6",1.55941632809079e-09,0.360704069124034,0.813,0.443,1.63707526122971e-05,"0"
"SDCCAG8",1.73834816183044e-09,0.357739167392261,0.933,0.584,1.82491790028959e-05,"0"
"CYRIB",1.8550452854929e-09,0.370146365305121,0.933,0.543,1.94742654071045e-05,"0"
"HLA-DMA",1.90492825544676e-09,-0.644768123254395,0.093,0.479,1.99979368256801e-05,"0"
"ARID4A",1.94757679933651e-09,-0.473589364447462,0.44,0.753,2.04456612394347e-05,"0"
"BAMBI",1.99685808518604e-09,-0.576327885298485,0.107,0.498,2.0963016178283e-05,"0"
"TMEM218",2.00547282634369e-09,0.386470663812052,0.52,0.164,2.1053453730956e-05,"0"
"RAI14",2.00600944192307e-09,-0.551016000949308,0.067,0.443,2.10590871213084e-05,"0"
"BCAS4",2.13506097808493e-09,0.372031399760101,0.547,0.183,2.24138701479356e-05,"0"
"F3",2.25496385159875e-09,-0.737190008311472,0.067,0.434,2.36726105140837e-05,"0"
"AAGAB",2.32875043179325e-09,0.371797884422444,0.773,0.384,2.44472220329655e-05,"0"
"NUP153",2.35464044910437e-09,-0.476889466707071,0.253,0.639,2.47190154346977e-05,"0"
"SDHD",2.38300091118738e-09,0.340717895514667,0.947,0.63,2.50167435656451e-05,"0"
"SLC2A8",2.43019874290042e-09,0.29556667219869,0.44,0.11,2.55122264029686e-05,"0"
"PDLIM5",2.43927784752092e-09,-0.497019096013936,0.413,0.758,2.56075388432746e-05,"0"
